abstract,results,authors,title
"HPV status in a subset of HNSCC is linked with distinct treatment outcomes. Present investigation aims to elucidate the distinct clinicopathological features of HPV-positive and HPV-negative HNSCC and investigate their association with the HNSCC patient survival.
The total RNA of exosomes from HPV-positive (93VU147T) and HPV-negative (OCT-1) HNSCC cells was isolated, and the transcripts were estimated using Illumina HiSeq X. The expression of altered transcripts and their clinical relevance were further analyzed using publicly available cancer transcriptome data from The Cancer Genome Atlas (TCGA).
Transcriptomic analyses identified 3785 differentially exported transcripts (DETs) in HPV-positive exosomes compared to HPV-negative exosomes. DETs that regulate the protein machinery, cellular redox potential, and various neurological disorder-related pathways were over-represented in HPV-positive exosomes. TCGA database revealed the clinical relevance of altered transcripts. Among commonly exported abundant transcripts, SGK1 and MAD1L1 showed high expression, which has been correlated with poor survival in HNSCC patients. In the top 20 DETs of HPV-negative exosomes, high expression of FADS3, SGK3, and TESK2 correlated with poor survival of the HNSCC patients in the TCGA database.
Overall, our study demonstrates that HPV-positive and HPV-negative cells' exosomes carried differential transcripts cargo that may be related to pathways associated with neurological disorders. Additionally, the altered transcripts identified have clinical relevance, correlating with patient survival in HNSCC, thereby highlighting their potential as biomarkers and as therapeutic targets.","Transcriptomic analyses identified 3785 differentially exported transcripts (DETs) in HPV-positive exosomes compared to HPV-negative exosomes. DETs that regulate the protein machinery, cellular redox potential, and various neurological disorder-related pathways were over-represented in HPV-positive exosomes. TCGA database revealed the clinical relevance of altered transcripts. Among commonly exported abundant transcripts, SGK1 and MAD1L1 showed high expression, which has been correlated with poor survival in HNSCC patients. In the top 20 DETs of HPV-negative exosomes, high expression of FADS3, SGK3, and TESK2 correlated with poor survival of the HNSCC patients in the TCGA database.","[{'lastname': 'Yadav', 'firstname': 'Joni', 'initials': 'J', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Chaudhary', 'firstname': 'Apoorva', 'initials': 'A', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Tripathi', 'firstname': 'Tanya', 'initials': 'T', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Janjua', 'firstname': 'Divya', 'initials': 'D', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Joshi', 'firstname': 'Udit', 'initials': 'U', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Aggarwal', 'firstname': 'Nikita', 'initials': 'N', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Chhokar', 'firstname': 'Arun', 'initials': 'A', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.\nDepartment of Zoology, Deshbandhu College, University of Delhi, Delhi, India.'}, {'lastname': 'Keshavam', 'firstname': 'Chetkar Chandra', 'initials': 'CC', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.'}, {'lastname': 'Senrung', 'firstname': 'Anna', 'initials': 'A', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India.\nDepartment of Zoology, Daulat Ram College, University of Delhi, Delhi, India.'}, {'lastname': 'Bharti', 'firstname': 'Alok Chandra', 'initials': 'AC', 'affiliation': 'Department of Zoology, Molecular Oncology Laboratory, University of Delhi (North Campus), Delhi, 110007, India. alokchandrab@yahoo.com.'}]",Exosomal transcript cargo and functional correlation with HNSCC patients' survival.
"In Ethiopia, there were an estimated 670,906 people living with the Human Immune Virus (HIV). Implementing an HIV test and treat strategy and rapid scale-up of anti-retroviral treatment (ART) provided health facilities increased the number of the number of people living with HIV/AIDS. In the same way, the expansion of viral load monitoring in these health facilities and poor adherence to ART increase the number of high-viral load (HVL) patients. To alleviate this problem, the World Health Organization (WHO) recommended EAC intervention for HVL patients. Therefore, the aim of this research was to determine the level of healthcare providers' adherence to the EAC intervention protocol and explore barriers and facilitators of the intervention in West Amhara, Northwest Ethiopia.
Descriptive cross-sectional study design with concurrent mixed-method evaluation was employed. The adherence dimension, with its sub-dimensions of content, coverage, frequency, and duration of the EAC intervention, was used with sixteen indicators. A total of 20 high-case-load public health facilities and 173 HVL patients were included in our study. Quantitative data was entered into Epi Info and exported to SPSS version 25 for analysis. Descriptive statistics are analyzed in terms of frequencies, percentages, variances, and means and presented as narrations, frequency tables, graphs, and charts. Qualitative data were transcribed, translated, coded, and analyzed thematically using Open Code version 4.0 software. The qualitative findings were used to triangulate the quantitative findings.
The average adherence level of health care providers (HCPs) to the EAC intervention protocol was 55.3%, from which content, coverage, frequency, and duration of the intervention contributed 70.3%, 86.3%, 36.9%, and 27.7%, respectively. Most of the intervention contents were delivered during the session, but none of the providers developed a patient adherence plan at the end of the session. All HVL patients were linked and enrolled in the EAC intervention. But only 6% of them were tested for repeat VL.
The average adherence level of HCPs to the EAC intervention protocol was very inadequate. The main gap identified was difficulties in completing the EAC intervention sessions based on schedules. Implementing adherence improvement strategies, assigning an adequate number of EAC providers in ART and Prevention of Mother-to-Child Transmission (PMTCT) clinics, and allowing sufficient time during EAC sessions are important.",,"[{'lastname': 'Belete', 'firstname': 'Amare', 'initials': 'A', 'affiliation': 'Gondar Branch Office, Amhara Regional Health Bureau, CDC project, Gondar, Ethiopia.'}, {'lastname': 'Teshale', 'firstname': 'Getachew', 'initials': 'G', 'affiliation': 'Department of Health Systems and Policy, Institute of Public Health, College of Medicine and Health Sciences, University of Gondar, Gondar, Ethiopia. getateshale1221@gmail.com.'}, {'lastname': 'Yalew', 'firstname': 'Andualem', 'initials': 'A', 'affiliation': 'Department of Health Systems and Policy, Institute of Public Health, College of Medicine and Health Sciences, University of Gondar, Gondar, Ethiopia.'}, {'lastname': 'Delie', 'firstname': 'Endalkachew', 'initials': 'E', 'affiliation': 'Department of Health Systems and Policy, Institute of Public Health, College of Medicine and Health Sciences, University of Gondar, Gondar, Ethiopia.'}, {'lastname': 'Getu', 'firstname': 'Gebrie', 'initials': 'G', 'affiliation': 'Department of Epidemiology and Biostatistics, Institute of Public Health, College of Medicine and Health Sciences, University of Gondar, Gondar, Ethiopia.'}, {'lastname': 'Atnafu', 'firstname': 'Asmamaw', 'initials': 'A', 'affiliation': 'Department of Health Systems and Policy, Institute of Public Health, College of Medicine and Health Sciences, University of Gondar, Gondar, Ethiopia.'}]","Adherence of healthcare providers to Enhanced Adherence Counseling (EAC) intervention protocol in West Amhara Public Health Facilities, Northwest Ethiopia, 2023: mixed method evaluation."
,,"[{'lastname': 'Masone', 'firstname': 'Maria Chiara', 'initials': 'MC', 'affiliation': 'Nature Reviews Urology, . mariachiara.masone@nature.com.'}]",Prescribing clinician specialty influences adherence to PrEP.
"Loss to follow-up (LTFU) from Option B plus, a lifelong antiretroviral therapy (ART) for pregnant women living with human immunodeficiency virus (HIV), irrespective of their clinical stage and CD4 count, threatens the elimination of vertical transmission of the virus from mothers to their infants. However, evidence on reasons for LTFU and resumption after LTFU to Option B plus care among women has been limited in Ethiopia. Therefore, this study explored why women were LTFU from the service and what made them resume or refuse resumption after LTFU in Ethiopia. An exploratory, descriptive qualitative study using 46 in-depth interviews was employed among purposely selected women who were lost from Option B plus care or resumed care after LTFU, health care providers, and mother support group (MSG) members working in the prevention of mother-to-child transmission unit. A thematic analysis using an inductive approach was used to analyze the data and build subthemes and themes. Open Code Version 4.03 software assists in data management, from open coding to developing themes and sub-themes. We found that low socioeconomic status, poor relationship with husband and/or family, lack of support from partners, family members, or government, HIV-related stigma, and discrimination, lack of awareness on HIV treatment and perceived drug side effects, religious belief, shortage of drug supply, inadequate service access, and fear of confidentiality breach by healthcare workers were major reasons for LTFU. Healthcare workers' dedication to tracing lost women, partner encouragement, and feeling sick prompted women to resume care after LTFU. This study highlighted financial burdens, partner violence, and societal and health service-related factors discouraged compliance to retention among women in Option B plus care in Ethiopia. Women's empowerment and partner engagement were of vital importance to retain them in care and eliminate vertical transmission of the virus among infants born to HIV-positive women.",,"[{'lastname': 'Facha', 'firstname': 'Wolde', 'initials': 'W', 'affiliation': 'Department of Epidemiology and Biostatistics, School of Public Health, College of Health Sciences and Medicine, Wolaita Sodo University, Wolaita Sodo, Ethiopia. woldiefacha@gmail.com.'}, {'lastname': 'Tadesse', 'firstname': 'Takele', 'initials': 'T', 'affiliation': 'Department of Epidemiology and Biostatistics, School of Public Health, College of Health Sciences and Medicine, Wolaita Sodo University, Wolaita Sodo, Ethiopia.'}, {'lastname': 'Wolka', 'firstname': 'Eskinder', 'initials': 'E', 'affiliation': 'Department of Epidemiology and Biostatistics, School of Public Health, College of Health Sciences and Medicine, Wolaita Sodo University, Wolaita Sodo, Ethiopia.'}, {'lastname': 'Astatkie', 'firstname': 'Ayalew', 'initials': 'A', 'affiliation': 'School of Public Health, College of Medicine and Health Sciences, Hawassa University, Hawassa, Ethiopia.'}]",A qualitative study on reasons for women's loss and resumption of Option B plus care in Ethiopia.
"The HIV-1 capsid is composed of capsid (CA) protein hexamers and pentamers (capsomers) that contain a central pore hypothesised to regulate capsid assembly and facilitate nucleotide import early during post-infection. These pore functions are mediated by two positively charged rings created by CA Arg-18 (R18) and Lys-25 (K25). Here we describe the forced evolution of viruses containing mutations in R18 and K25. Whilst R18 mutants fail to replicate, K25A viruses acquire compensating mutations that restore nearly wild-type replication fitness. These compensating mutations, which rescue reverse transcription and infection without reintroducing lost pore charges, map to three adaptation hot-spots located within and between capsomers. The second-site suppressor mutations act by restoring the formation of pentamers lost upon K25 mutation, enabling closed conical capsid assembly both in vitro and inside virions. These results indicate that there is no intrinsic requirement for K25 in either nucleotide import or capsid assembly. We propose that whilst HIV-1 must maintain a precise hexamer:pentamer equilibrium for proper capsid assembly, compensatory mutations can tune this equilibrium to restore fitness lost by mutation of the central pore.",,"[{'lastname': 'Kleinpeter', 'firstname': 'Alex', 'initials': 'A', 'affiliation': 'Virus-Cell Interaction Section, HIV Dynamics and Replication Program, Center for Cancer Research, National Cancer Institute, Frederick, MD, 21702-1201, USA. alex.kleinpeter@nih.gov.'}, {'lastname': 'Mallery', 'firstname': 'Donna L', 'initials': 'DL', 'affiliation': 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK.'}, {'lastname': 'Renner', 'firstname': 'Nadine', 'initials': 'N', 'affiliation': 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK.'}, {'lastname': 'Albecka', 'firstname': 'Anna', 'initials': 'A', 'affiliation': 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK.'}, {'lastname': 'Klarhof', 'firstname': 'J Ole', 'initials': 'JO', 'affiliation': 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK.'}, {'lastname': 'Freed', 'firstname': 'Eric O', 'initials': 'EO', 'affiliation': 'Virus-Cell Interaction Section, HIV Dynamics and Replication Program, Center for Cancer Research, National Cancer Institute, Frederick, MD, 21702-1201, USA. efreed@mail.nih.gov.'}, {'lastname': 'James', 'firstname': 'Leo C', 'initials': 'LC', 'affiliation': 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK. lcj@mrc-lmb.cam.ac.uk.'}]",HIV-1 adapts to lost IP6 coordination through second-site mutations that restore conical capsid assembly.
,,"[{'lastname': 'Martínez Fernández', 'firstname': 'Felipe', 'initials': 'F', 'affiliation': 'University of Leeds, Chile, fel.martinezf@gmail.com.'}]",[40 years after the first case of HIV/AIDS reported in the Revista Médica de Chile].
"Human papillomavirus (HPV) is known as a common agent of sexually transmitted infections and cervical cancer. One of the most effective ways for parents to protect their children from HPV is by ensuring they receive vaccinations.
To determine the percentage of parents who intend to vaccinate their children against HPV and associated factors.
A cross-sectional study was conducted on 365 parents who had children attending high school in Ha Tinh province, Vietnam, from April to May 2023, using stratified and random sampling methods. Data were collected by a self-administered questionnaire designed based on previous studies and the domains of the Theory of Planned Behavior and Health Belief Model. A multivariable logistic regression was performed to determine the association between several factors and vaccination status.
A total of 365 participants took part in the study. The rate of parents intending to vaccinate their children against HPV was 55.9%. Knowledge about the HPV disease and vaccine (all 
Many parents still do not have the intention to vaccinate children against HPV. Health education communication should focus on the motivation factors, not only to improve the parents' knowledge and perspective but also to increase the coverage of the vaccine to prevent cancers caused by HPV.",,"[{'lastname': 'Nguyen', 'firstname': 'Lam Thi Phuong', 'initials': 'LTP', 'affiliation': 'Faculty of Public Health, University of Medicine and Pharmacy at Ho Chi Minh City, Ho Chi Minh City, Vietnam.'}, {'lastname': 'Phan', 'firstname': 'Dung Quoc', 'initials': 'DQ', 'affiliation': 'Faculty of Public Health, University of Medicine and Pharmacy at Ho Chi Minh City, Ho Chi Minh City, Vietnam.'}, {'lastname': 'Gyan', 'firstname': 'Araba', 'initials': 'A', 'affiliation': 'University of Michigan School of Public Health, Ann Arbor, MI, USA.'}, {'lastname': 'Nguyen', 'firstname': 'Han Thi Ngoc', 'initials': 'HTN', 'affiliation': 'Infection Control Department, University Medical Center Ho Chi Minh City, Ho Chi Minh City, Vietnam.'}, {'lastname': 'Cassell', 'firstname': 'David', 'initials': 'D', 'affiliation': 'Marin Health and Human Services, San Rafael, CA, USA.'}, {'lastname': 'Huynh', 'firstname': 'Giao', 'initials': 'G', 'affiliation': 'Faculty of Public Health, University of Medicine and Pharmacy at Ho Chi Minh City, Ho Chi Minh City, Vietnam.'}]",Parents' Intentions of Human Papillomavirus Vaccination for Students in Vietnam: A Cross-Sectional Study.
"A 30-year-old man with a history of advanced HIV disease (AHD) presented with bilateral equinocavus, leg, and foot muscle paresis, Brooker grade 4 heterotopic ossification of hips and knee stiffness, and was unable to sit upright, stand independently, or walk. Electromyography showed demyelinating sensorimotor and axonal polyneuropathy of lower extremities. Multiple surgeries of bilateral hips, ankles, and feet enabled joint mobility, plantigrade feet, and independent ambulation.
Patients with AHD may develop multijoint pathologies, secondary to HIV, antiretroviral therapy, or prolonged immobility, resulting in loss of ambulation and independence. Restoring ambulation may necessitate multiple surgeries, with potential for success.",,"[{'lastname': 'Samuel', 'firstname': 'Justin T', 'initials': 'JT', 'affiliation': 'CUNY School of Medicine, New York, New York.\nDepartment of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Nwokeji', 'firstname': 'Imani N', 'initials': 'IN', 'affiliation': 'CUNY School of Medicine, New York, New York.\nDepartment of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Ali', 'firstname': 'Sehrish', 'initials': 'S', 'affiliation': 'CUNY School of Medicine, New York, New York.\nDepartment of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Jakkula', 'firstname': 'Nityananda Rao', 'initials': 'NR', 'affiliation': 'Department of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Fung', 'firstname': 'Jonathan', 'initials': 'J', 'affiliation': 'Department of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Campbell', 'firstname': 'Andrew', 'initials': 'A', 'affiliation': 'Department of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}, {'lastname': 'Singanamala', 'firstname': 'Naveen', 'initials': 'N', 'affiliation': 'Department of Orthopedic Surgery, St. Barnabas Hospital, Bronx, New York.'}]",Immobile to Ambulation: Complex Multijoint Pathologies in a Patient with Advanced HIV Disease: A Case Report.
"Globally, HIV infection remains a leading cause of morbidity and mortality. Despite reducing new infections, the global response to advanced HIV disease (AHD) remains ineffective, leaving HIV epidemics a significant public health threat worldwide. In Ethiopia, evidence regarding AHD is scarce. Therefore, this study aimed to assess the prevalence and predictors of AHD among newly diagnosed people living with HIV (PLHIV) initiating antiretroviral therapy in the Gedeo zone, southern Ethiopia.
A facility-based cross-sectional study was conducted from May 29, 2023, to February 06, 2024, at health facilities providing HIV care in the Gedeo zone, southern Ethiopia. A total of 427 PLHIV-initiating antiretroviral therapy (ART) were recruited for the study. The data were collected through face-to-face interviews and record reviews using KoboCollect version 2.4 and analyzed using R version 4.3.3. The Akaike information criterion (AIC) model selection was used to evaluate and choose the best-fitting model to describe the relationship between AHD and predictors. Finally, variables with a p-value less than 0.05 were considered independent predictors in the multivariable regression analysis.
The study participants' mean (±SD) age was 31.3 (±8.7) years. The overall prevalence of AHD among newly diagnosed PLHIV-initiating ART was 34.4% (95% CI: 29.8%, 39.1%). Rural residence (AOR = 3.48, 95% CI: 2.24, 5.47), alcohol consumption (AOR = 2.48, 95% CI: 1.59, 3.90), and being identified through community-based index case testing (ICT) (AOR = 0.26, 95% CI: 0.13, 0.51) were found to be independent predictors of AHD.
The prevalence of AHD among newly diagnosed individuals initiating ART was high. PLHIV who consume alcohol should receive detailed counseling on how it can negatively impact their progress with antiretroviral treatment. HIV testing should be enhanced in rural communities by strengthening community health campaigns. Furthermore, community-based index case testing should be strengthened for early identification of PLHIV.","The study participants' mean (±SD) age was 31.3 (±8.7) years. The overall prevalence of AHD among newly diagnosed PLHIV-initiating ART was 34.4% (95% CI: 29.8%, 39.1%). Rural residence (AOR = 3.48, 95% CI: 2.24, 5.47), alcohol consumption (AOR = 2.48, 95% CI: 1.59, 3.90), and being identified through community-based index case testing (ICT) (AOR = 0.26, 95% CI: 0.13, 0.51) were found to be independent predictors of AHD.","[{'lastname': 'Lerango', 'firstname': 'Temesgen Leka', 'initials': 'TL', 'affiliation': 'School of Public Health, College of Medicine and Health Sciences, Dilla University, Dilla, Ethiopia.'}, {'lastname': 'Markos', 'firstname': 'Tesfalidet', 'initials': 'T', 'affiliation': 'School of Public Health, College of Medicine and Health Sciences, Dilla University, Dilla, Ethiopia.'}, {'lastname': 'Yehualeshet', 'firstname': 'Daniel', 'initials': 'D', 'affiliation': 'Department of Midwifery, College of Medicine and Health Sciences, Dilla University, Dilla, Ethiopia.'}, {'lastname': 'Kefyalew', 'firstname': 'Endashaw', 'initials': 'E', 'affiliation': 'School of Medicine, College of Medicine and Health Sciences, Dilla University, Dilla, Ethiopia.'}, {'lastname': 'Lerango', 'firstname': 'Semalgn Leka', 'initials': 'SL', 'affiliation': 'School of Medicine, College of Medicine and Health Sciences, Addis Ababa University, Addis Ababa, Ethiopia.'}]","Advanced HIV disease and its predictors among newly diagnosed PLHIV in the Gedeo zone, southern Ethiopia."
"The 2022 global outbreak of mpox has significantly impacted health facilities, and necessitated additional infection prevention and control measures and alterations to clinic processes. Early identification of suspected mpox cases will assist in mitigating these impacts.
We aimed to develop and evaluate an artificial intelligence (AI)-based tool to differentiate mpox lesion images from other skin lesions seen in a sexual health clinic.
We used a data set with 2200 images, that included mpox and non-mpox lesions images, collected from Melbourne Sexual Health Centre and web resources. We adopted deep learning approaches which involved 6 different deep learning architectures to train our AI models. We subsequently evaluated the performance of each model using a hold-out data set and an external validation data set to determine the optimal model for differentiating between mpox and non-mpox lesions.
The DenseNet-121 model outperformed other models with an overall area under the receiver operating characteristic curve (AUC) of 0.928, an accuracy of 0.848, a precision of 0.942, a recall of 0.742, and an F
Our study demonstrated it was possible to use an AI-based image recognition algorithm to accurately differentiate between mpox and common skin lesions. Our findings provide a foundation for future investigations aimed at refining the algorithm and establishing the place of such technology in a sexual health clinic.","The DenseNet-121 model outperformed other models with an overall area under the receiver operating characteristic curve (AUC) of 0.928, an accuracy of 0.848, a precision of 0.942, a recall of 0.742, and an F","[{'lastname': 'Soe', 'firstname': 'Nyi Nyi', 'initials': 'NN', 'affiliation': 'Artificial Intelligence and Modelling in Epidemiology Program, Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.\nSchool of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.'}, {'lastname': 'Yu', 'firstname': 'Zhen', 'initials': 'Z', 'affiliation': 'Artificial Intelligence and Modelling in Epidemiology Program, Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.\nAugmented Intelligence and Multimodal analytics (AIM) for Health Lab, Faculty of Information Technology, Monash University, Melbourne, Australia.'}, {'lastname': 'Latt', 'firstname': 'Phyu Mon', 'initials': 'PM', 'affiliation': 'Artificial Intelligence and Modelling in Epidemiology Program, Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.\nSchool of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.'}, {'lastname': 'Lee', 'firstname': 'David', 'initials': 'D', 'affiliation': 'Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.'}, {'lastname': 'Samra', 'firstname': 'Ranjit Singh', 'initials': 'RS', 'affiliation': 'Department of Infectious Diseases, Alfred Hospital, Alfred Health, Melbourne, Australia.'}, {'lastname': 'Ge', 'firstname': 'Zongyuan', 'initials': 'Z', 'affiliation': 'Augmented Intelligence and Multimodal analytics (AIM) for Health Lab, Faculty of Information Technology, Monash University, Melbourne, Australia.'}, {'lastname': 'Rahman', 'firstname': 'Rashidur', 'initials': 'R', 'affiliation': 'Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.'}, {'lastname': 'Sun', 'firstname': 'Jiajun', 'initials': 'J', 'affiliation': 'Artificial Intelligence and Modelling in Epidemiology Program, Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.\nSchool of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.'}, {'lastname': 'Ong', 'firstname': 'Jason J', 'initials': 'JJ', 'affiliation': 'School of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.\nMelbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.'}, {'lastname': 'Fairley', 'firstname': 'Christopher K', 'initials': 'CK', 'affiliation': 'School of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.\nMelbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.'}, {'lastname': 'Zhang', 'firstname': 'Lei', 'initials': 'L', 'affiliation': ""Artificial Intelligence and Modelling in Epidemiology Program, Melbourne Sexual Health Centre, Alfred Health, Melbourne, Australia.\nSchool of Translational Medicine, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, Australia.\nClinical Medical Research Center, Children's Hospital of Nanjing Medical University, Nanjing, China.""}]",Using AI to Differentiate Mpox From Common Skin Lesions in a Sexual Health Clinic: Algorithm Development and Validation Study.
"Almost 60% of transgender people in South Africa are living with HIV. Ending the HIV epidemic will require that transgender people successfully access HIV prevention and treatment. However, transgender people often avoid health services due to facility-based stigma and lack of availability of gender-affirming care. Transgender-specific differentiated service delivery (TG-DSD) may improve engagement and facilitate progress toward HIV elimination. Wits RHI, a renowned South African research institute, established 4 TG-DSD demonstration sites in 2019, with funding from the US Agency for International Development. These sites offer unique opportunities to evaluate the implementation of TG-DSD and test their effectiveness.
The Jabula Uzibone study seeks to assess the implementation, effectiveness, and cost of TG-DSD for viral suppression and prevention-effective adherence.
The Jabula Uzibone study collects baseline and 12-month observation checklists at 8 sites and 6 (12.5%) key informant interviews per site at 4 TG-DSD and 4 standard sites (n=48). We seek to enroll ≥600 transgender clients, 50% at TG-DSD and 50% at standard sites: 67% clients with HIV and 33% clients without HIV per site type. Participants complete interviewer-administered surveys quarterly, and blood is drawn at baseline and 12 months for HIV RNA levels among participants with HIV and tenofovir levels among participants on pre-exposure prophylaxis. A subset of 30 participants per site type will complete in-depth interviews at baseline and 12 months: 15 participants will be living with HIV and 15 participants will be HIV negative. Qualitative analyses will explore aspects of implementation; regression models will compare viral suppression and prevention-effective adherence by site type. Structural equation modeling will test for mediation by stigma and gender affirmation. Microcosting approaches will estimate the cost per service user served and per service user successfully treated at TG-DSD sites relative to standard sites, as well as the budget needed for a broader implementation of TG-DSD.
Funded by the US National Institutes of Mental Health in April 2022, the study was approved by the Human Research Ethics Committee at University of Witwatersrand in June 2022 and the Duke University Health System Institutional Review Board in June 2023. Enrollment began in January 2024. As of July 31, 2024, a total of 593 transgender participants have been enrolled: 348 are living with HIV and 245 are HIV negative. We anticipate baseline enrollment will be complete by August 31, 2024, and the final study visit will take place no later than August 2025.
Jabula Uzibone will provide data to inform HIV policies and practices in South Africa and generate the first evidence for implementation of TG-DSD in sub-Saharan Africa. Study findings may inform the use of TG-DSD strategies to increase care engagement and advance global progress toward HIV elimination goals.
DERR1-10.2196/64373.","Funded by the US National Institutes of Mental Health in April 2022, the study was approved by the Human Research Ethics Committee at University of Witwatersrand in June 2022 and the Duke University Health System Institutional Review Board in June 2023. Enrollment began in January 2024. As of July 31, 2024, a total of 593 transgender participants have been enrolled: 348 are living with HIV and 245 are HIV negative. We anticipate baseline enrollment will be complete by August 31, 2024, and the final study visit will take place no later than August 2025.","[{'lastname': 'Poteat', 'firstname': 'Tonia', 'initials': 'T', 'affiliation': 'Duke University School of Nursing, Durham, NC, United States.'}, {'lastname': 'Bothma', 'firstname': 'Rutendo', 'initials': 'R', 'affiliation': 'Wits RHI, University of the Witwatersrand, Johannesburg, South Africa.'}, {'lastname': 'Maposa', 'firstname': 'Innocent', 'initials': 'I', 'affiliation': 'Division of Epidemiology and Biostatistics, Department of Global Health, Faculty of Medicine and Health Sciences, Stellenbosch University, Stellenbosch, South Africa.'}, {'lastname': 'Hendrickson', 'firstname': 'Cheryl', 'initials': 'C', 'affiliation': 'Health Economics and Epidemiology Research Office, Faculty of Health Sciences, University of Witwatersrand, Johannesburg, South Africa.\nDepartment of Global Health, Amsterdam Institute for Global Health and Development, Amsterdam UMC, University of Amsterdam, Amsterdam, Netherlands.'}, {'lastname': 'Meyer-Rath', 'firstname': 'Gesine', 'initials': 'G', 'affiliation': 'Health Economics and Epidemiology Research Office, Faculty of Health Sciences, University of Witwatersrand, Johannesburg, South Africa.\nDepartment of Global Health, Boston University, Boston, MA, United States.\nSouth African Centre for Epidemiological Modelling and Analysis, Stellenbosch University, Stellenbosch, South Africa.'}, {'lastname': 'Hill', 'firstname': 'Naomi', 'initials': 'N', 'affiliation': 'Wits RHI, University of the Witwatersrand, Johannesburg, South Africa.'}, {'lastname': 'Pettifor', 'firstname': 'Audrey', 'initials': 'A', 'affiliation': 'Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States.'}, {'lastname': 'Imrie', 'firstname': 'John', 'initials': 'J', 'affiliation': 'Wits RHI, University of the Witwatersrand, Johannesburg, South Africa.'}]",Transgender-Specific Differentiated HIV Service Delivery Models in the South African Public Primary Health Care System (Jabula Uzibone): Protocol for an Implementation Study.
